Posição,Número,Nome,Team,Status,Lesão,Valor de Mercado,player_id
MEI,10,Giorgian De Arrascaeta,Flamengo,Active,,12.0,https://www.sofascore.com/football/player/giorgian-de-arrascaeta/333587
ATA,19,Kaio Jorge,Cruzeiro,Active,,10.5,https://www.sofascore.com/football/player/kaio-jorge/954888
MEI,10,Neymar,Santos,Active,,10.0,https://www.sofascore.com/football/player/neymar/124712
ATA,10,Matheus Pereira,Cruzeiro,Active,,10.0,https://www.sofascore.com/football/player/matheus-pereira/377238
ATA,9,Vitor Roque,Palmeiras,Active,,9.0,https://www.sofascore.com/football/player/vitor-roque/1150391
ATA,9,Pedro,Flamengo,Active,,9.0,https://www.sofascore.com/football/player/pedro/840219
MEI,10,Alan Patrick,Internacional,Active,,9.0,https://www.sofascore.com/football/player/alan-patrick/124997
ATA,95,Carlos Vinícius,Grêmio,Active,,9.0,https://www.sofascore.com/football/player/carlos-vinicius/891920
MEI,10,Jhon Jhon,Red Bull Bragantino,Active,,9.0,https://www.sofascore.com/football/player/jhon-jhon/1167069
DEF,6,Reinaldo,Mirassol,Active,,9.0,https://www.sofascore.com/football/player/reinaldo/243109
ATA,10,Memphis Depay,Corinthians,Active,,8.5,https://www.sofascore.com/football/player/memphis-depay/138833
ATA,77,Rayan,Vasco da Gama,Active,,8.5,https://www.sofascore.com/football/player/rayan/1464966
DEF,4,Léo Pereira,Flamengo,Active,,8.5,https://www.sofascore.com/football/player/leo-pereira/358548
ATA,9,Yuri Alberto,Corinthians,Active,,8.0,https://www.sofascore.com/football/player/yuri-alberto/905463
ATA,42,José López,Palmeiras,Active,,8.0,https://www.sofascore.com/football/player/jose-lopez/1094179
DEF,3,Léo Ortiz,Flamengo,Active,,8.0,https://www.sofascore.com/football/player/leo-ortiz/869643
MEI,29,Arthur,Grêmio,Active,,8.0,https://www.sofascore.com/football/player/arthur/794927
DEF,15,Fabrício Bruno,Cruzeiro,Active,,8.0,https://www.sofascore.com/football/player/fabricio-bruno/840220
MEI,10,Gustavo Scarpa,Atlético Mineiro,Active,,8.0,https://www.sofascore.com/football/player/gustavo-scarpa/559036
MEI,35,Danilo,Botafogo,Active,,8.0,https://www.sofascore.com/football/player/danilo/1064039
MEI,10,Philippe Coutinho,Vasco da Gama,Active,,7.5,https://www.sofascore.com/football/player/philippe-coutinho/119159
MEI,27,Bruno Henrique,Flamengo,Active,,7.5,https://www.sofascore.com/football/player/bruno-henrique/795291
MEI,8,Rodrigo Garro,Corinthians,Active,,7.5,https://www.sofascore.com/football/player/rodrigo-garro/994454
MEI,21,Jorginho,Flamengo,Active,,7.5,https://www.sofascore.com/football/player/jorginho/132874
ATA,7,Hulk,Atlético Mineiro,Active,,7.5,https://www.sofascore.com/football/player/hulk/34705
MEI,16,Samuel Lino,Flamengo,Active,,7.5,https://www.sofascore.com/football/player/samuel-lino/874705
MEI,7,Luiz Araújo,Flamengo,Active,,7.5,https://www.sofascore.com/football/player/luiz-araujo/840451
DEF,26,Alex Sandro,Flamengo,Active,,7.5,https://www.sofascore.com/football/player/alex-sandro/84854
MEI,7,Breno Bidon,Corinthians,Active,,7.5,https://www.sofascore.com/football/player/breno-bidon/1199261
DEF,15,Gustavo Gómez,Palmeiras,Active,,7.5,https://www.sofascore.com/football/player/gustavo-gomez/220833
DEF,13,Alex Telles,Botafogo,Active,,7.5,https://www.sofascore.com/football/player/alex-telles/312110
ATA,22,Martin Braithwaite,Grêmio,Active,,7.5,https://www.sofascore.com/football/player/martin-braithwaite/66471
MEI,10,Jefferson Savarino,Fluminense,Active,,7.5,https://www.sofascore.com/football/player/jefferson-savarino/874739
DEF,96,Paulo Henrique,Vasco da Gama,Active,,7.5,https://www.sofascore.com/football/player/paulo-henrique/1021721
DEF,22,Joaquín Piquerez,Palmeiras,Active,,7.5,https://www.sofascore.com/football/player/joaquin-piquerez/881110
MEI,10,Everton Ribeiro,Bahia,Active,,7.5,https://www.sofascore.com/football/player/everton-ribeiro/145063
DEF,13,Gustavo Henrique,Corinthians,Active,,7.5,https://www.sofascore.com/football/player/gustavo-henrique/243181
MEI,8,Matheus Martinelli,Fluminense,Active,,7.5,https://www.sofascore.com/football/player/martinelli-matheus/1067671
MEI,6,Jean Lucas,Bahia,Active,,7.5,https://www.sofascore.com/football/player/jean-lucas/927975
DEF,2,Vitinho,Botafogo,Active,,7.5,https://www.sofascore.com/football/player/vitinho/914477
DEF,46,Luciano Juba,Bahia,Active,,7.5,https://www.sofascore.com/football/player/luciano-juba/1017264
MEI,27,Marlon Freitas,Palmeiras,Active,,7.5,https://www.sofascore.com/football/player/marlon-freitas/840202
MEI,8,Marcos Antônio,São Paulo,Active,,7.5,https://www.sofascore.com/football/player/marcos-antonio/905453
DEF,20,Alexander Barboza,Botafogo,Active,,7.5,https://www.sofascore.com/football/player/alexander-barboza/801044
DEF,25,Lucas Villalba,Cruzeiro,Active,,7.5,https://www.sofascore.com/football/player/lucas-villalba/260077
DEF,29,Juninho Capixaba,Red Bull Bragantino,Active,,7.5,https://www.sofascore.com/football/player/juninho-capixaba/870556
DEF,3,Jemmes,Fluminense,Active,,7.5,https://www.sofascore.com/football/player/ribeiro-da-silva-jemmes-bruno/1527129
DEF,19,Lucas Ramon,Mirassol,Active,,7.5,https://www.sofascore.com/football/player/lucas-ramon/797225
DEF,34,João Victor,Mirassol,Active,,7.5,https://www.sofascore.com/football/player/joao-victor/863297
MEI,97,Gerson,Cruzeiro,Active,,7.0,https://www.sofascore.com/football/player/gerson/611876
MEI,23,Raphael Veiga,Palmeiras,Active,,7.0,https://www.sofascore.com/football/player/raphael-veiga/840020
MEI,15,Jorge Carrascal,Flamengo,Active,,7.0,https://www.sofascore.com/football/player/jorge-carrascal/590392
MEI,8,Andreas Pereira,Palmeiras,Active,,7.0,https://www.sofascore.com/football/player/andreas-pereira/285949
MEI,8,Saúl Ñíguez,Flamengo,Active,,7.0,https://www.sofascore.com/football/player/saul-niguez/116955
MEI,10,Luciano,São Paulo,Active,,7.0,https://www.sofascore.com/football/player/luciano/282557
DEF,2,Matheuzinho,Corinthians,Active,,7.0,https://www.sofascore.com/football/player/matheuzinho/931540
MEI,7,Felipe Anderson,Palmeiras,Active,,7.0,https://www.sofascore.com/football/player/felipe-anderson/152276
DEF,21,Matheus Bidu,Corinthians,Active,,7.0,https://www.sofascore.com/football/player/matheus-bidu/981703
MEI,18,Mauricio,Palmeiras,Active,,7.0,https://www.sofascore.com/football/player/mauricio/986233
MEI,16,Erick Pulga,Bahia,Active,,7.0,https://www.sofascore.com/football/player/erick-pulga/1104070
ATA,17,Nuno Moreira,Vasco da Gama,Active,,7.0,https://www.sofascore.com/football/player/nuno-moreira/851285
DEF,3,Bruno Fuchs,Palmeiras,Active,,7.0,https://www.sofascore.com/football/player/bruno-fuchs/973737
ATA,7,Artur,Botafogo,Active,,7.0,https://www.sofascore.com/football/player/artur/841128
DEF,44,Vitão,Flamengo,Active,,7.0,https://www.sofascore.com/football/player/vitao/876625
ATA,12,Willian José,Bahia,Active,,7.0,https://www.sofascore.com/football/player/willian-jose/123223
MEI,29,Lucas Romero,Cruzeiro,Active,,7.0,https://www.sofascore.com/football/player/lucas-romero/263477
MEI,6,Zé Rafael,Santos,Active,,7.0,https://www.sofascore.com/football/player/ze-rafael/329069
DEF,6,Kaiki,Cruzeiro,Active,,7.0,https://www.sofascore.com/football/player/kaiki/1112484
DEF,12,William,Cruzeiro,Active,,7.0,https://www.sofascore.com/football/player/william/604274
DEF,26,Alexandro Bernabei,Internacional,Active,,7.0,https://www.sofascore.com/football/player/alexandro-bernabei/989200
DEF,22,Samuel Xavier,Fluminense,Active,,7.0,https://www.sofascore.com/football/player/xavier-samuel/795773
ATA,30,Mateo Cassierra,Atlético Mineiro,Active,,7.0,https://www.sofascore.com/football/player/mateo-cassierra/832708
MEI,94,Danielzinho,São Paulo,Active,,7.0,https://www.sofascore.com/football/player/danielzinho/356514
DEF,33,David Duarte,Bahia,Active,,7.0,https://www.sofascore.com/football/player/david-duarte/810715
MEI,11,Negueba,Mirassol,Active,,7.0,https://www.sofascore.com/football/player/negueba/872007
DEF,3,Willian Machado,Mirassol,Active,,7.0,https://www.sofascore.com/football/player/willian-machado/925871
MEI,77,Alesson,Mirassol,Active,,7.0,https://www.sofascore.com/football/player/alesson/871015
ATA,9,Gabriel Barbosa,Santos,Active,,6.5,https://www.sofascore.com/football/player/gabriel-barbosa/358554
MEI,18,Nicolás de la Cruz,Flamengo,Active,,6.5,https://www.sofascore.com/football/player/nicolas-de-la-cruz/877513
DEF,13,Danilo,Flamengo,Active,,6.5,https://www.sofascore.com/football/player/danilo/124992
MEI,7,Lucas Moura,São Paulo,Active,,6.5,https://www.sofascore.com/football/player/lucas-moura/149710
MEI,8,Oscar,São Paulo,Active,,6.5,https://www.sofascore.com/football/player/oscar/39400
MEI,5,Erick Pulgar,Flamengo,Active,,6.5,https://www.sofascore.com/football/player/erick-pulgar/590262
ATA,10,Paulinho,Palmeiras,Active,,6.5,https://www.sofascore.com/football/player/paulinho/885179
GK,1,Agustín Rossi,Flamengo,Active,,6.5,https://www.sofascore.com/football/player/agustin-rossi/1140986
ATA,14,Germán Cano,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/german-cano/33238
ATA,18,Pedro Raul,Corinthians,Active,,6.5,https://www.sofascore.com/football/player/pedro-raul/866911
MEI,14,Raniele,Corinthians,Active,,6.5,https://www.sofascore.com/football/player/raniele/866392
ATA,92,Dudu,Atlético Mineiro,Active,,6.5,https://www.sofascore.com/football/player/dudu/147464
DEF,13,Guilherme Arana,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/guilherme-arana/1127439
DEF,26,Murilo,Palmeiras,Active,,6.5,https://www.sofascore.com/football/player/murilo/874729
MEI,8,Álvaro Montoro,Botafogo,Active,,6.5,https://www.sofascore.com/football/player/alvaro-montoro/1650770
DEF,16,Renan Lodi,Atlético Mineiro,Active,,6.5,https://www.sofascore.com/football/player/renan-lodi/851150
ATA,21,Tetê,Grêmio,Active,,6.5,https://www.sofascore.com/football/player/tete/980327
DEF,5,Robert Arboleda,São Paulo,Active,,6.5,https://www.sofascore.com/football/player/robert-arboleda/338937
DEF,6,Lucas Piton,Vasco da Gama,Active,,6.5,https://www.sofascore.com/football/player/lucas-piton/982174
MEI,90,Kevin Serna,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/serna-kevin/981374
MEI,10,Ganso,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/ganso/116853
ATA,32,Luciano Acosta,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/luciano-acosta/548030
DEF,30,Robert Renan,Vasco da Gama,Active,,6.5,https://www.sofascore.com/football/player/robert-renan/1191278
MEI,35,Hércules,Fluminense,Active,,6.5,https://www.sofascore.com/football/player/hercules/1104068
MEI,30,Lucas Evangelista,Palmeiras,Active,,6.5,https://www.sofascore.com/football/player/lucas-evangelista/331397
ATA,17,André Silva,São Paulo,Active,,6.5,https://www.sofascore.com/football/player/andre-silva/925072
DEF,4,Lyanco,Atlético Mineiro,Active,,6.5,https://www.sofascore.com/football/player/lyanco/797893
MEI,22,Álvaro Barreal,Santos,Active,,6.5,https://www.sofascore.com/football/player/alvaro-barreal/949687
MEI,12,Khellven,Palmeiras,Active,,6.5,https://www.sofascore.com/football/player/khellven/984896
MEI,16,Lucas Silva,Cruzeiro,Active,,6.5,https://www.sofascore.com/football/player/lucas-silva/245159
ATA,7,Johan Carbonero,Internacional,Active,,6.5,https://www.sofascore.com/football/player/carbonero-johan/925125
DEF,23,Marlon,Grêmio,Active,,6.5,https://www.sofascore.com/football/player/marlon/870787
MEI,23,Santiago Rodríguez,Botafogo,Active,,6.5,https://www.sofascore.com/football/player/santiago-rodriguez/975216
DEF,6,Junior Alonso,Atlético Mineiro,Active,,6.5,https://www.sofascore.com/football/player/junior-alonso/333275
MEI,19,Caio Alexandre,Bahia,Active,,6.5,https://www.sofascore.com/football/player/caio-alexandre/1008832
ATA,7,Ademir,Bahia,Active,,6.5,https://www.sofascore.com/football/player/ademir/922546
DEF,3,Wagner Leonardo,Grêmio,Active,,6.5,https://www.sofascore.com/football/player/wagner-leonardo/976235
ATA,8,Eduardo Sasha,Red Bull Bragantino,Active,,6.5,https://www.sofascore.com/football/player/eduardo-sasha/143846
ATA,33,Erick,Vitória,Active,,6.5,https://www.sofascore.com/football/player/erick/895650
ATA,17,Aitor Cantalapiedra,Vitória,Active,,6.5,https://www.sofascore.com/football/player/aitor-cantalapiedra/823831
DEF,14,Pedro Henrique,Red Bull Bragantino,Active,,6.5,https://www.sofascore.com/football/player/pedro-henrique/551774
DEF,15,Rafael Thyere,Chapecoense,Active,,6.5,https://www.sofascore.com/football/player/rafael-thyere/354894
MEI,95,Caique Gonçalves,Vitória,Active,,6.5,https://www.sofascore.com/football/player/caique-goncalves/871032
DEF,98,Mateusinho,Vitória,Active,,6.5,https://www.sofascore.com/football/player/mateusinho/1107069
MEI,14,Leonel Picco,Remo,Active,,6.5,https://www.sofascore.com/football/player/leonel-picco/981350
MEI,19,Gonzalo Plata,Flamengo,Active,,6.0,https://www.sofascore.com/football/player/gonzalo-plata/937937
MEI,19,André Carrillo,Corinthians,Active,,6.0,https://www.sofascore.com/football/player/andre-carrillo/115182
MEI,7,Yeferson Soteldo,Fluminense,Active,,6.0,https://www.sofascore.com/football/player/yeferson-soteldo/789960
ATA,9,Jonathan Calleri,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/jonathan-calleri/340519
MEI,11,Ferreirinha,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/ferreira/998499
DEF,2,Guillermo Varela,Flamengo,Active,,6.0,https://www.sofascore.com/football/player/guillermo-varela/311456
ATA,19,Rafael Borré,Internacional,Active,,6.0,https://www.sofascore.com/football/player/rafael-borre/560116
ATA,33,Rony,Atlético Mineiro,Active,,6.0,https://www.sofascore.com/football/player/rony/835260
ATA,9,Tiquinho Soares,Santos,Active,,6.0,https://www.sofascore.com/football/player/tiquinho-soares/789100
GK,1,Cássio,Cruzeiro,Active,,6.0,https://www.sofascore.com/football/player/cassio/27756
GK,1,Fábio,Fluminense,Active,,6.0,https://www.sofascore.com/football/player/fabio/17785
MEI,32,Benjamín Rollheiser,Santos,Active,,6.0,https://www.sofascore.com/football/player/benjamin-rollheiser/922454
MEI,40,Allan,Palmeiras,Active,,6.0,https://www.sofascore.com/football/player/allan/1835889
ATA,11,Vitinho,Corinthians,Active,,6.0,https://www.sofascore.com/football/player/vitinho/242054
MEI,8,Maycon,Atlético Mineiro,Active,,6.0,https://www.sofascore.com/football/player/maycon/831778
MEI,11,Andrés Gómez,Vasco da Gama,Active,,6.0,https://www.sofascore.com/football/player/andres-gomez/1160386
DEF,19,Erick Noriega,Grêmio,Active,,6.0,https://www.sofascore.com/football/player/erick-noriega/1020375
MEI,17,Agustín Canobbio,Fluminense,Active,,6.0,https://www.sofascore.com/football/player/agustin-canobbio/846413
DEF,28,Alan Franco,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/alan-franco/875402
GK,77,Gabriel Brazão,Santos,Active,,6.0,https://www.sofascore.com/football/player/gabriel-brazao/905448
MEI,20,Mathias Villasanti,Grêmio,Active,,6.0,https://www.sofascore.com/football/player/mathias-villasanti/1139775
MEI,25,Alisson,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/alisson/291723
DEF,14,Marcos Rocha,Grêmio,Active,,6.0,https://www.sofascore.com/football/player/marcos-rocha/82576
MEI,11,Miguel Monsalve,Grêmio,Active,,6.0,https://www.sofascore.com/football/player/miguel-monsalve/1066620
DEF,13,Enzo Díaz,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/enzo-diaz/932937
MEI,,Luiz Gustavo,Athletico,Active,,6.0,https://www.sofascore.com/football/player/luiz-gustavo/29735
GK,22,Everson,Atlético Mineiro,Active,,6.0,https://www.sofascore.com/football/player/everson/870748
DEF,21,Santiago Ramos Mingo,Bahia,Active,,6.0,https://www.sofascore.com/football/player/ramos-mingo-santiago/989843
MEI,88,Cauan Barros,Vasco da Gama,Active,,6.0,https://www.sofascore.com/football/player/barros-cauan/1444694
MEI,5,Alexsander,Atlético Mineiro,Active,,6.0,https://www.sofascore.com/football/player/alexsander/1185617
MEI,28,Tomás Cuello,Atlético Mineiro,Active,,6.0,https://www.sofascore.com/football/player/tomas-cuello/871273
MEI,15,Willian Arão,Santos,Active,,6.0,https://www.sofascore.com/football/player/willian-arao/242213
MEI,88,Christian,Cruzeiro,Active,,6.0,https://www.sofascore.com/football/player/christian/981733
ATA,9,Chris Ramos,Botafogo,Active,,6.0,https://www.sofascore.com/football/player/chris-ramos/914819
DEF,18,Igor Vinícius,Santos,Active,,6.0,https://www.sofascore.com/football/player/igor-vinicius/840119
DEF,35,Sabino,São Paulo,Active,,6.0,https://www.sofascore.com/football/player/sabino/975118
MEI,49,Gabriel Bontempo,Santos,Active,,6.0,https://www.sofascore.com/football/player/gabriel-bontempo/1656036
DEF,2,Gilberto,Bahia,Active,,6.0,https://www.sofascore.com/football/player/gilberto/261687
MEI,10,Matheuzinho,Vitória,Active,,6.0,https://www.sofascore.com/football/player/matheuzinho/795266
MEI,10,Josué,Coritiba,Active,,6.0,https://www.sofascore.com/football/player/josue/77726
DEF,6,Renê,Fluminense,Active,,6.0,https://www.sofascore.com/football/player/rene/243113
MEI,29,Thiago Maia,Internacional,Active,,6.0,https://www.sofascore.com/football/player/thiago-maia/358550
MEI,8,Edenilson,Grêmio,Active,,6.0,https://www.sofascore.com/football/player/edenilson/221636
DEF,22,Juan Freytes,Fluminense,Active,,6.0,https://www.sofascore.com/football/player/juan-freytes/962187
MEI,26,Breno Lopes,Coritiba,Active,,6.0,https://www.sofascore.com/football/player/breno-lopes/937552
ATA,79,Renato Kayzer,Vitória,Active,,6.0,https://www.sofascore.com/football/player/renato-kayzer/814723
MEI,27,Antonio Galeano,Mirassol,Active,,6.0,https://www.sofascore.com/football/player/antonio-galeano/883207
ATA,32,Pedro Rocha,Coritiba,Active,,6.0,https://www.sofascore.com/football/player/pedro-rocha/794930
MEI,5,João Schmidt,Santos,Active,,6.0,https://www.sofascore.com/football/player/joao-schmidt/244591
MEI,15,Bruno Gomes,Internacional,Active,,6.0,https://www.sofascore.com/football/player/bruno-gomes/995071
DEF,35,Braian Aguirre,Internacional,Active,,6.0,https://www.sofascore.com/football/player/braian-aguirre/1084963
GK,22,Walter,Mirassol,Active,,6.0,https://www.sofascore.com/football/player/walter/329055
DEF,31,Kaio Pantaleão,Botafogo,Active,,6.0,https://www.sofascore.com/football/player/kaio/990193
MEI,21,Lucas Barbosa,Red Bull Bragantino,Active,,6.0,https://www.sofascore.com/football/player/lucas-barbosa/1067641
DEF,36,Luan Cândido,Vitória,Active,,6.0,https://www.sofascore.com/football/player/luan-candido/905459
DEF,79,Matheus Bahia,Bahia,Active,,6.0,https://www.sofascore.com/football/player/matheus-bahia/1047204
MEI,6,Gabriel Girotto,Red Bull Bragantino,Active,,6.0,https://www.sofascore.com/football/player/gabriel-girotto/242052
DEF,2,Guzmán Rodríguez,Red Bull Bragantino,Active,,6.0,https://www.sofascore.com/football/player/guzman-rodriguez/997239
MEI,25,Neto Moura,Mirassol,Active,,6.0,https://www.sofascore.com/football/player/neto-moura/559034
DEF,3,Zé Marcos,Vitória,Active,,6.0,https://www.sofascore.com/football/player/ze-marcos/901700
MEI,17,Zé Welison,Remo,Active,,6.0,https://www.sofascore.com/football/player/ze-welison/551422
ATA,20,Julimar,Athletico,Active,,6.0,https://www.sofascore.com/football/player/julimar/1167536
MEI,10,Giovanni Augusto,Chapecoense,Active,,6.0,https://www.sofascore.com/football/player/giovanni-augusto/82680
DEF,32,Igor Formiga,Mirassol,Active,,6.0,https://www.sofascore.com/football/player/igor-formiga/1009030
DEF,37,Walter Clar,Chapecoense,Active,,6.0,https://www.sofascore.com/football/player/walter-clar/846362
GK,1,Hugo Souza,Corinthians,Active,,5.5,https://www.sofascore.com/football/player/hugo-souza/950454
DEF,22,Emerson Royal,Flamengo,Active,,5.5,https://www.sofascore.com/football/player/emerson-royal/856123
MEI,70,José Martínez,Corinthians,Active,,5.5,https://www.sofascore.com/football/player/jose-martinez/979325
MEI,30,Miguelito,Santos,Active,,5.5,https://www.sofascore.com/football/player/miguel-terceros/1159656
GK,1,Weverton,Grêmio,Active,,5.5,https://www.sofascore.com/football/player/weverton/243529
ATA,17,Luis Sinisterra,Cruzeiro,Active,,5.5,https://www.sofascore.com/football/player/luis-sinisterra/836070
ATA,56,Gui Negão,Corinthians,Active,,5.5,https://www.sofascore.com/football/player/guilherme-silva-inacio/1922597
GK,1,Léo Jardim,Vasco da Gama,Active,,5.5,https://www.sofascore.com/football/player/leo-jardim/595598
