Posição,Número,Nome,Nacionalidade,Altura,Nascimento,Team,Valor de Mercado,player_id
Midfielder,53,Dudu,BRA,177.0,01/01/2006,Athletico,1.9,https://www.sofascore.com/football/player/dudu/1482354
Midfielder,16,Jádson,BRA,171.0,30/08/1993,Athletico,0.0,https://www.sofascore.com/football/player/jadson/243651
Midfielder,57,João Cruz,BRA,172.0,12/05/2006,Athletico,1.3,https://www.sofascore.com/football/player/joao-cruz/1485226
Midfielder,11,Isaac,BRA,177.0,24/04/2004,Athletico,0.0,https://www.sofascore.com/football/player/isaac/1464519
Midfielder,5,Felipinho,BRA,183.0,18/10/2001,Athletico,0.0,https://www.sofascore.com/football/player/felipinho/1107060
Midfielder,15,Raul,BRA,180.0,11/07/1996,Athletico,1.0,https://www.sofascore.com/football/player/raul/870760
Midfielder,20,Alejandro García,COL,185.0,28/02/2001,Athletico,0.65,https://www.sofascore.com/football/player/alejandro-garcia/912291
Midfielder,11,Bruninho Braga Ramos,BRA,175.0,16/08/2008,Athletico,0.0,https://www.sofascore.com/football/player/bruninho-braga-ramos/2436878
Midfielder,5,Diogo Riquelme,BRA,,23/04/2005,Athletico,0.0,https://www.sofascore.com/football/player/diogo-riquelme/1635772
Midfielder,10,Guilherme Back,BRA,,23/09/2006,Athletico,0.0,https://www.sofascore.com/football/player/guilherme-back/1631228
Midfielder,18,Lucas Marezi,BRA,,18/01/2006,Athletico,0.0,https://www.sofascore.com/football/player/lucas-marezi/1804713
Midfielder,16,Kauan Augusto Stabelini,BRA,,13/05/2007,Athletico,0.0,https://www.sofascore.com/football/player/kauan-augusto-stabelini/2025640
Defender,2,Gilberto Junior,BRA,165.0,27/03/2005,Athletico,0.455,https://www.sofascore.com/football/player/gilberto-junior/1941312
Defender,37,Lucas Esquivel,ARG,183.0,14/10/2001,Athletico,3.6,https://www.sofascore.com/football/player/lucas-esquivel/1087079
Defender,3,Léo,BRA,183.0,06/03/1996,Athletico,0.0,https://www.sofascore.com/football/player/leo/360940
Defender,33,Juan Felipe Aguirre,COL,186.0,29/08/1996,Athletico,0.88,https://www.sofascore.com/football/player/juan-felipe-aguirre/925173
Defender,13,Carlos Teran,COL,188.0,24/09/2000,Athletico,0.0,https://www.sofascore.com/football/player/carlos-teran/974512
Defender,65,Arthur Dias,BRA,183.0,10/04/2007,Athletico,0.62,https://www.sofascore.com/football/player/arthur-dias/2063956
Defender,14,Lucas Belezi,BRA,186.0,08/05/2003,Athletico,1.3,https://www.sofascore.com/football/player/belezi-lucas/1130040
Defender,22,Madson,BRA,182.0,13/01/1992,Athletico,0.21,https://www.sofascore.com/football/player/madson/243439
Defender,29,Gastón Benavídez,ARG,175.0,23/10/1995,Athletico,2.7,https://www.sofascore.com/football/player/gaston-benavidez/981452
Defender,61,Leonardo Derik,BRA,168.0,24/07/2005,Athletico,0.85,https://www.sofascore.com/football/player/leonardo-derik/1199277
Defender,8,Dudu,BRA,175.0,30/05/1997,Athletico,0.875,https://www.sofascore.com/football/player/dudu/859083
Defender,4,Habraão,BRA,184.0,26/06/2001,Athletico,0.775,https://www.sofascore.com/football/player/habraao/1167540
Defender,3,Fábio Ferreira,BRA,194.0,29/10/2006,Athletico,0.0,https://www.sofascore.com/football/player/fabio-ferreira/1631220
Defender,13,Murilo Camargo,BRA,,20/02/2009,Athletico,0.0,https://www.sofascore.com/football/player/murilo-camargo/1882409
Goalkeeper,23,Santos,BRA,188.0,17/03/1990,Athletico,0.0,https://www.sofascore.com/football/player/santos/166491
Goalkeeper,1,Mycael,BRA,191.0,12/03/2004,Athletico,2.4,https://www.sofascore.com/football/player/mycael/1128850
Goalkeeper,12,Matheus Soares,BRA,193.0,09/01/2005,Athletico,0.0,https://www.sofascore.com/football/player/matheus-rocha/1485244
Goalkeeper,23,Carlos Eduardo Souza de Barros,BRA,187.0,10/03/2006,Athletico,0.0,https://www.sofascore.com/football/player/carlos-eduardo-souza-de-barros/2436848
Goalkeeper,-,Guilherme Felipe Martins,BRA,,27/03/2008,Athletico,0.0,https://www.sofascore.com/football/player/guilherme-felipe-martins/1882393
Goalkeeper,-,Maksym,UKR,,09/04/2006,Athletico,0.0,https://www.sofascore.com/football/player/maksym/2442956
Forward,7,Hulk,BRA,180.0,25/07/1986,Atletico Mineiro,1.9,https://www.sofascore.com/football/player/hulk/34705
Forward,19,Reinier,BRA,185.0,19/01/2002,Atletico Mineiro,1.4,https://www.sofascore.com/football/player/reinier/978562
Forward,92,Dudu,BRA,167.0,07/01/1992,Atletico Mineiro,0.97,https://www.sofascore.com/football/player/dudu/147464
Forward,33,Rony,BRA,167.0,11/05/1995,Atletico Mineiro,5.3,https://www.sofascore.com/football/player/rony/835260
Forward,11,Alan Minda,ECU,171.0,14/05/2003,Atletico Mineiro,0.775,https://www.sofascore.com/football/player/minda-alan/1122552
Forward,77,Biel,BRA,169.0,01/04/2001,Atletico Mineiro,4.4,https://www.sofascore.com/football/player/biel/1106140
Forward,37,Júnior Santos,BRA,188.0,11/10/1994,Atletico Mineiro,3.2,https://www.sofascore.com/football/player/junior-santos/922559
Forward,42,Cadu,BRA,180.0,24/05/2004,Atletico Mineiro,0.48,https://www.sofascore.com/football/player/cadu/1199473
Forward,29,Cauã Soares,BRA,,30/06/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/caua-soares/2118857
Forward,41,Murillo Fernandes,BRA,,21/07/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/murillo-fernandes/2440352
Midfielder,10,Gustavo Scarpa,BRA,177.0,05/01/1994,Atletico Mineiro,5.8,https://www.sofascore.com/football/player/gustavo-scarpa/559036
Midfielder,7,Maycon,BRA,175.0,15/07/1997,Atletico Mineiro,1.9,https://www.sofascore.com/football/player/maycon/831778
Midfielder,21,Alan Franco,ECU,174.0,21/08/1998,Atletico Mineiro,4.2,https://www.sofascore.com/football/player/alan-franco/822729
Midfielder,11,Bernard,BRA,164.0,08/09/1992,Atletico Mineiro,0.775,https://www.sofascore.com/football/player/bernard/241488
Midfielder,5,Alexsander,BRA,178.0,08/10/2003,Atletico Mineiro,6.2,https://www.sofascore.com/football/player/alexsander/1185617
Midfielder,28,Tomás Cuello,ARG,176.0,05/03/2000,Atletico Mineiro,6.6,https://www.sofascore.com/football/player/tomas-cuello/871273
Midfielder,17,Igor Gomes,BRA,182.0,17/03/1999,Atletico Mineiro,2.7,https://www.sofascore.com/football/player/igor-gomes/913598
Midfielder,20,Patrick,BRA,187.0,19/03/2004,Atletico Mineiro,1.6,https://www.sofascore.com/football/player/patrick-silva/1485290
Midfielder,48,Mateus Jose Iseppe,BRA,168.0,02/05/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/iseppe-mateus-jose/2231192
Midfielder,27,Paulo Vitor,BRA,185.0,26/08/2004,Atletico Mineiro,0.66,https://www.sofascore.com/football/player/vitor-paulo/1488136
Midfielder,50,David Kauã,BRA,182.0,12/03/2005,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/david-kaua/1485268
Midfielder,41,Wallyson Breno Freitas da Silva,BRA,,25/04/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/wallyson-breno-freitas-da-silva/1829044
Midfielder,38,Índio,BRA,,02/04/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/hendel-dos-santos-nascimento/1829023
Midfielder,35,Igor Toledo,BRA,183.0,03/02/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/igor-toledo/1645891
Midfielder,39,Mamady Cissé,GUI,,01/01/2007,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/mamady-cisse/2155474
Midfielder,-,Pedro Alves,BRA,,26/08/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/pedro-alves/2440353
Defender,-,Renan Lodi,BRA,173.0,08/04/1998,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/renan-lodi/851150
Defender,4,Lyanco,BRA,187.0,01/02/1997,Atletico Mineiro,5.3,https://www.sofascore.com/football/player/lyanco/797893
Defender,23,Iván Román,CHI,183.0,12/07/2006,Atletico Mineiro,1.6,https://www.sofascore.com/football/player/ivan-roman/1464929
Defender,6,Junior Alonso,PAR,185.0,09/02/1993,Atletico Mineiro,2.7,https://www.sofascore.com/football/player/junior-alonso/333275
Defender,16,Ruan,BRA,187.0,07/06/1999,Atletico Mineiro,2.1,https://www.sofascore.com/football/player/ruan/914487
Defender,2,Natanael,BRA,172.0,05/01/2002,Atletico Mineiro,5.4,https://www.sofascore.com/football/player/natanael/1046805
Defender,14,Vitor Hugo,BRA,187.0,20/05/1991,Atletico Mineiro,0.555,https://www.sofascore.com/football/player/vitor-hugo/794838
Defender,40,Vitor Fernandes Chaves Teixeira,BRA,194.0,05/03/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/vitor-fernandes-chaves-teixeira/1829020
Defender,36,Kauã Pascini Resende,BRA,,05/03/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/kaua-pascini-resende/1829022
Defender,34,Samuel Lima Barros,BRA,187.0,09/02/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/lima-barros-samuel/1633611
Defender,-,Pedro Tocantins,BRA,189.0,19/04/2006,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/pedro-tocantins/2270350
Goalkeeper,22,Everson,BRA,193.0,22/07/1990,Atletico Mineiro,1.0,https://www.sofascore.com/football/player/everson/870748
Goalkeeper,43,Kaio Assis,BRA,189.0,03/05/2008,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/kaio-assis/2033878
Goalkeeper,1,Gabriel Delfim,BRA,192.0,10/07/2002,Atletico Mineiro,0.31,https://www.sofascore.com/football/player/gabriel-delfim/1117032
Goalkeeper,31,Robert Alves,BRA,191.0,03/02/2005,Atletico Mineiro,0.0,https://www.sofascore.com/football/player/robert-pinto-alves-assuncao/1633621
Forward,88,Willian,BRA,175.0,09/08/1988,Gremio,0.48,https://www.sofascore.com/football/player/willian/31417
Forward,22,Martin Braithwaite,DEN,180.0,05/06/1991,Gremio,1.5,https://www.sofascore.com/football/player/martin-braithwaite/66471
Forward,95,Carlos Vinícius,BRA,190.0,25/03/1995,Gremio,4.9,https://www.sofascore.com/football/player/carlos-vinicius/891920
Forward,10,Tetê,BRA,175.0,15/02/2000,Gremio,1.9,https://www.sofascore.com/football/player/tete/980327
Forward,77,André Henrique,BRA,189.0,17/12/2001,Gremio,3.2,https://www.sofascore.com/football/player/andre-henrique/1463912
Midfielder,29,Arthur,BRA,172.0,12/08/1996,Gremio,4.2,https://www.sofascore.com/football/player/arthur/794927
Midfielder,37,Gabriel Mec,BRA,173.0,11/04/2008,Gremio,0.0,https://www.sofascore.com/football/player/gabriel-mec/1895377
Midfielder,16,Alexander Aravena,CHI,174.0,06/09/2002,Gremio,4.1,https://www.sofascore.com/football/player/alexander-aravena/1000502
Midfielder,20,Mathias Villasanti,PAR,178.0,24/01/1997,Gremio,5.2,https://www.sofascore.com/football/player/mathias-villasanti/1139775
Midfielder,7,Cristian Pavón,ARG,169.0,21/01/1996,Gremio,1.8,https://www.sofascore.com/football/player/cristian-pavon/358956
Midfielder,10,Franco Cristaldo,ARG,175.0,15/08/1996,Gremio,1.9,https://www.sofascore.com/football/player/franco-cristaldo/558820
Midfielder,11,Miguel Monsalve,COL,177.0,27/02/2004,Gremio,3.9,https://www.sofascore.com/football/player/miguel-monsalve/1066620
Midfielder,6,Gustavo Cuéllar,COL,175.0,14/10/1992,Gremio,1.7,https://www.sofascore.com/football/player/gustavo-cuellar/180059
Midfielder,9,Francis Amuzu,BEL,170.0,23/08/1999,Gremio,4.9,https://www.sofascore.com/football/player/amuzu-francis/901889
Midfielder,10,José Enamorado,COL,167.0,13/01/1999,Gremio,1.9,https://www.sofascore.com/football/player/enamorado-jose/974558
Midfielder,8,Edenilson,BRA,175.0,18/12/1989,Gremio,0.385,https://www.sofascore.com/football/player/edenilson/221636
Midfielder,39,Tiaguinho,BRA,174.0,02/02/2008,Gremio,0.0,https://www.sofascore.com/football/player/tiaguinho/2010540
Midfielder,17,Dodi,BRA,169.0,17/04/1996,Gremio,0.72,https://www.sofascore.com/football/player/dodi/870804
Midfielder,33,Felipe Carballo,URU,177.0,04/10/1996,Gremio,3.7,https://www.sofascore.com/football/player/felipe-carballo/805038
Midfielder,65,Riquelme Freitas,BRA,181.0,12/08/2006,Gremio,2.1,https://www.sofascore.com/football/player/riquelme-freitas-dos-santos/1634619
Midfielder,2,Lucas Milla,BRA,176.0,28/01/2003,Gremio,1.4,https://www.sofascore.com/football/player/lucas-milla/1176212
Midfielder,47,Roger,BRA,,29/04/2008,Gremio,0.0,https://www.sofascore.com/football/player/roger/1907757
Midfielder,40,Jeferson Forneck,BRA,,14/12/2006,Gremio,0.0,https://www.sofascore.com/football/player/jeferson-forneck/1588363
Defender,19,Erick Noriega,PER,185.0,22/10/2001,Gremio,3.6,https://www.sofascore.com/football/player/erick-noriega/1020375
Defender,14,Marcos Rocha,BRA,176.0,11/12/1988,Gremio,0.23,https://www.sofascore.com/football/player/marcos-rocha/82576
Defender,4,Walter Kannemann,ARG,183.0,14/03/1991,Gremio,0.435,https://www.sofascore.com/football/player/walter-kannemann/249647
Defender,23,Marlon,BRA,178.0,20/05/1997,Gremio,3.9,https://www.sofascore.com/football/player/marlon/870787
Defender,38,Caio Paulista,BRA,184.0,11/05/1998,Gremio,1.9,https://www.sofascore.com/football/player/caio-paulista/931591
Defender,2,Fabián Balbuena,PAR,188.0,23/08/1991,Gremio,1.4,https://www.sofascore.com/football/player/fabian-balbuena/339447
Defender,3,Wagner Leonardo,BRA,186.0,23/07/1999,Gremio,4.4,https://www.sofascore.com/football/player/wagner-leonardo/976235
Defender,53,Gustavo Martins,BRA,191.0,11/08/2002,Gremio,3.1,https://www.sofascore.com/football/player/gustavo-martins/1105796
Defender,18,João Pedro,BRA,179.0,15/11/1996,Gremio,1.9,https://www.sofascore.com/football/player/joao-pedro/605528
Defender,25,Lucas Esteves,BRA,171.0,24/06/2000,Gremio,1.7,https://www.sofascore.com/football/player/lucas-esteves/1387272
Defender,5,Rodrigo Ely,BRA,188.0,03/11/1993,Gremio,0.96,https://www.sofascore.com/football/player/rodrigo-ely/168745
Defender,44,Viery,BRA,187.0,01/01/2005,Gremio,0.33,https://www.sofascore.com/football/player/viery/1907760
Defender,43,Luis Guedes,BRA,188.0,16/01/2008,Gremio,0.0,https://www.sofascore.com/football/player/luis-eduardo-guedes-de-souza/1895389
Defender,43,Luis Eduardo,BRA,188.0,16/01/2008,Gremio,0.0,https://www.sofascore.com/football/player/luis-eduardo/2352783
Goalkeeper,21,Weverton,BRA,189.0,13/12/1987,Gremio,0.75,https://www.sofascore.com/football/player/weverton/243529
Goalkeeper,1,Tiago Volpi,BRA,189.0,19/12/1990,Gremio,0.93,https://www.sofascore.com/football/player/tiago-volpi/243509
Goalkeeper,12,Gabriel Grando,BRA,192.0,29/03/2000,Gremio,1.4,https://www.sofascore.com/football/player/gabriel-grando/1111770
Goalkeeper,24,Thiago Beltrame,BRA,201.0,02/07/2003,Gremio,0.0,https://www.sofascore.com/football/player/thiago-beltrame/1607287
Goalkeeper,-,Gabriel Menegon,BRA,,14/10/2008,Gremio,0.0,https://www.sofascore.com/football/player/gabriel-menegon/2152875
Forward,9,Jonathan Calleri,ARG,181.0,23/09/1993,Sao Paulo,1.6,https://www.sofascore.com/football/player/jonathan-calleri/340519
Forward,14,Gonzalo Tapia,CHI,178.0,22/02/2002,Sao Paulo,1.8,https://www.sofascore.com/football/player/tapia-gonzalo/1002947
Forward,49,Ryan Francisco,BRA,175.0,21/11/2006,Sao Paulo,6.2,https://www.sofascore.com/football/player/ryan-francisco-rodrigues-dos-santos-silva/1631904
Forward,17,André Silva,BRA,181.0,03/06/1997,Sao Paulo,4.1,https://www.sofascore.com/football/player/andre-silva/925072
Forward,39,Paulo Sérgio,BRA,177.0,17/05/2005,Sao Paulo,0.0,https://www.sofascore.com/football/player/paulo-sergio-venuto-bezerra/1631905
Forward,39,Paulo Sergio Venuto Bezerra,BRA,178.0,17/05/2005,Sao Paulo,0.0,https://www.sofascore.com/football/player/bezerra-paulo-sergio-venuto/2290345
Midfielder,8,Oscar,BRA,179.0,09/09/1991,Sao Paulo,9.3,https://www.sofascore.com/football/player/oscar/39400
Midfielder,7,Lucas Moura,BRA,172.0,13/08/1992,Sao Paulo,2.7,https://www.sofascore.com/football/player/lucas-moura/149710
Midfielder,11,Ferreirinha,BRA,176.0,31/12/1997,Sao Paulo,6.7,https://www.sofascore.com/football/player/ferreira/998499
Midfielder,10,Luciano,BRA,181.0,18/05/1993,Sao Paulo,1.6,https://www.sofascore.com/football/player/luciano/282557
Midfielder,29,Pablo Maia,BRA,178.0,10/01/2002,Sao Paulo,6.8,https://www.sofascore.com/football/player/pablo-maia/1120721
Midfielder,16,Damián Bobadilla,PAR,181.0,08/06/2001,Sao Paulo,4.2,https://www.sofascore.com/football/player/damian-bobadilla/1015261
Midfielder,25,Alisson,BRA,174.0,25/06/1993,Sao Paulo,1.2,https://www.sofascore.com/football/player/alisson/291723
Midfielder,21,Cédric Soares,POR,172.0,31/08/1991,Sao Paulo,0.74,https://www.sofascore.com/football/player/cedric-soares/44760
Midfielder,8,Luan Santos,BRA,173.0,14/05/1999,Sao Paulo,9.3,https://www.sofascore.com/football/player/luan-santos/942426
Midfielder,8,Marcos Antônio,BRA,166.0,13/06/2000,Sao Paulo,9.3,https://www.sofascore.com/football/player/marcos-antonio/905453
Midfielder,15,Rodriguinho,BRA,185.0,16/03/2004,Sao Paulo,6.2,https://www.sofascore.com/football/player/rodriguinho/1200730
Midfielder,45,Lucca,BRA,176.0,14/06/2007,Sao Paulo,1.9,https://www.sofascore.com/football/player/lucca/2162243
Midfielder,30,Felipe Negrucci,BRA,180.0,14/05/2004,Sao Paulo,0.835,https://www.sofascore.com/football/player/felipe-negrucci/1485598
Midfielder,94,Danielzinho,BRA,166.0,04/11/1994,Sao Paulo,0.83,https://www.sofascore.com/football/player/danielzinho/356514
Midfielder,46,Pedrinho,BRA,175.0,24/04/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/pedro-henrique-ferreira-da-silva/2026233
Midfielder,38,Hugo Leonardo,BRA,175.0,19/01/2004,Sao Paulo,0.0,https://www.sofascore.com/football/player/hugo-leonardo-nunes-fernandes-santos/1587927
Midfielder,46,Pedro Henrique Ferreira da Silva,BRA,175.0,24/04/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/ferreira-da-silva-pedro-henrique/2290346
Defender,5,Robert Arboleda,ECU,187.0,22/10/1991,Sao Paulo,1.6,https://www.sofascore.com/football/player/robert-arboleda/338937
Defender,32,Nahuel Ferraresi,VEN,188.0,19/11/1998,Sao Paulo,4.2,https://www.sofascore.com/football/player/nahuel-ferraresi/881215
Defender,18,Wendell,BRA,176.0,20/07/1993,Sao Paulo,2.7,https://www.sofascore.com/football/player/wendell/335033
Defender,28,Alan Franco,ARG,183.0,11/10/1996,Sao Paulo,4.2,https://www.sofascore.com/football/player/alan-franco/875402
Defender,13,Enzo Díaz,ARG,175.0,07/12/1995,Sao Paulo,2.4,https://www.sofascore.com/football/player/enzo-diaz/932937
Defender,2,Rafael Tolói,ITA,185.0,10/10/1990,Sao Paulo,0.0,https://www.sofascore.com/football/player/rafael-toloi/82943
Defender,35,Sabino,BRA,185.0,25/10/1996,Sao Paulo,0.825,https://www.sofascore.com/football/player/sabino/975118
Defender,42,Maik,BRA,175.0,03/01/2005,Sao Paulo,1.9,https://www.sofascore.com/football/player/maik/2035326
Defender,2,Igor Teixeira Felisberto,BRA,175.0,07/03/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/igor-teixeira-felisberto/1631911
Defender,5,Dória,BRA,188.0,08/11/1994,Sao Paulo,1.6,https://www.sofascore.com/football/player/doria/243155
Defender,56,Nicolas Bosshardt,BRA,176.0,08/04/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/nicolas-bosshardt/1892395
Goalkeeper,23,Rafael,BRA,192.0,23/06/1989,Sao Paulo,0.37,https://www.sofascore.com/football/player/rafael/33132
Goalkeeper,50,Young,BRA,201.0,07/03/2002,Sao Paulo,0.105,https://www.sofascore.com/football/player/young/1116957
Goalkeeper,31,Carlos Coronel,PAR,190.0,29/12/1996,Sao Paulo,1.4,https://www.sofascore.com/football/player/carlos-coronel/800150
Goalkeeper,52,Felipe Gabriel Preis,BRA,187.0,19/11/2005,Sao Paulo,0.0,https://www.sofascore.com/football/player/felipe-gabriel-preis/1631898
Forward,-,Yannick Bolasie,COD,185.0,24/05/1989,Chapecoense,0.0,https://www.sofascore.com/football/player/yannick-bolasie/46620
Forward,10,Giovanni Augusto,BRA,177.0,05/09/1989,Chapecoense,0.19,https://www.sofascore.com/football/player/giovanni-augusto/82680
Forward,18,Neto Pessoa,BRA,181.0,16/05/1994,Chapecoense,0.325,https://www.sofascore.com/football/player/neto-pessoa/992025
Forward,9,Perotti,BRA,185.0,22/11/1997,Chapecoense,0.62,https://www.sofascore.com/football/player/perotti/840076
Forward,90,Mailson,BRA,178.0,11/05/2003,Chapecoense,0.185,https://www.sofascore.com/football/player/mailson/1652653
Midfielder,27,Camilo,BRA,176.0,23/02/1999,Chapecoense,1.3,https://www.sofascore.com/football/player/camilo/975319
Midfielder,8,Robert Santos,BRA,180.0,20/07/2003,Chapecoense,0.052,https://www.sofascore.com/football/player/robert-santos/1650085
Midfielder,20,Jean Carlos,BRA,178.0,15/02/1992,Chapecoense,0.049,https://www.sofascore.com/football/player/jean-carlos/850475
Midfielder,97,Ênio,BRA,168.0,03/03/2001,Chapecoense,0.88,https://www.sofascore.com/football/player/enio/1015935
Midfielder,22,Higor Meritão,BRA,186.0,23/06/1994,Chapecoense,0.87,https://www.sofascore.com/football/player/higor-meritao/973845
Midfielder,7,Marcinho,BRA,176.0,08/06/1995,Chapecoense,0.485,https://www.sofascore.com/football/player/marcinho/870329
Midfielder,5,João Vitor,BRA,177.0,31/03/1998,Chapecoense,0.047,https://www.sofascore.com/football/player/joao-vitor/1465222
Midfielder,99,Rafael Carvalheira,BRA,176.0,26/05/1999,Chapecoense,1.4,https://www.sofascore.com/football/player/rafael-carvalheira/1120738
Midfielder,16,Bruno Matias,BRA,173.0,24/02/1999,Chapecoense,0.0,https://www.sofascore.com/football/player/bruno-matias/924131
Midfielder,77,Italo,BRA,190.0,13/10/2002,Chapecoense,0.57,https://www.sofascore.com/football/player/italo/1546812
Midfielder,70,Rubens Tadeu,BRA,,28/03/2003,Chapecoense,0.097,https://www.sofascore.com/football/player/rubens-tadeu/1470928
Midfielder,5,Jorge Roa Jiménez,PAR,181.0,27/02/1993,Chapecoense,0.047,https://www.sofascore.com/football/player/jorge-roa-jimenez/877571
Midfielder,30,Thomás,BRA,179.0,24/02/1993,Chapecoense,0.185,https://www.sofascore.com/football/player/thomas/221212
Midfielder,8,Marlon,BRA,185.0,20/08/1997,Chapecoense,0.052,https://www.sofascore.com/football/player/marlon/1105832
Midfielder,19,David Antunes da Silva,BRA,178.0,17/08/2005,Chapecoense,0.21,https://www.sofascore.com/football/player/david-antunes/2083032
Defender,6,Bruno Pacheco,BRA,174.0,08/12/1991,Chapecoense,0.0,https://www.sofascore.com/football/player/bruno-pacheco/870691
Defender,15,Rafael Thyere,BRA,190.0,17/05/1993,Chapecoense,0.0,https://www.sofascore.com/football/player/rafael-thyere/354894
Defender,37,Walter Clar,PAR,180.0,27/09/1994,Chapecoense,0.515,https://www.sofascore.com/football/player/walter-clar/846362
Defender,14,Bressan,BRA,185.0,14/01/1993,Chapecoense,0.24,https://www.sofascore.com/football/player/bressan/312114
Defender,2,Marcos Vinícius,BRA,175.0,26/03/1997,Chapecoense,0.38,https://www.sofascore.com/football/player/marcos-vinicius/942054
Defender,3,Eduardo Doma,BRA,186.0,29/08/1998,Chapecoense,0.65,https://www.sofascore.com/football/player/eduardo-doma/1122967
Defender,33,Bruno Leonardo,BRA,187.0,02/06/1996,Chapecoense,0.385,https://www.sofascore.com/football/player/bruno-leonardo/840280
Defender,6,Mancha,BRA,178.0,13/02/2001,Chapecoense,0.0,https://www.sofascore.com/football/player/mancha/1108007
Defender,32,Jhonnathan,BRA,185.0,04/03/2001,Chapecoense,0.265,https://www.sofascore.com/football/player/jhonnathan/1067637
Defender,20,Gustavo Talles,BRA,177.0,14/07/2003,Chapecoense,0.049,https://www.sofascore.com/football/player/gustavo-talles/1473223
Defender,25,Victor Caetano,BRA,186.0,19/10/1997,Chapecoense,0.535,https://www.sofascore.com/football/player/victor-caetano/863292
Defender,4,João Paulo,BRA,187.0,04/07/1997,Chapecoense,0.465,https://www.sofascore.com/football/player/joao-paulo/1019157
Defender,26,Everton,BRA,181.0,01/04/1995,Chapecoense,0.285,https://www.sofascore.com/football/player/everton/1105058
Defender,15,Arthur Vanzela,BRA,180.0,08/06/2003,Chapecoense,0.0,https://www.sofascore.com/football/player/arthur-vanzela/1167080
Defender,21,Kauan Faria Gomes,BRA,191.0,07/04/2003,Chapecoense,0.0,https://www.sofascore.com/football/player/kauan-faria-gomes/1588001
Defender,6,Mancha,-,,-,Chapecoense,0.0,https://www.sofascore.com/football/player/mancha/1125766
Defender,-,Arthur Lanzarin,-,,-,Chapecoense,0.0,https://www.sofascore.com/football/player/lanzarin-arthur/1167074
Defender,16,Carlos Eduardo Galvao Pires,BRA,,07/01/2005,Chapecoense,0.0,https://www.sofascore.com/football/player/carlos-eduardo-galvao-pires/1915450
Goalkeeper,12,Anderson,BRA,190.0,05/03/1998,Chapecoense,0.054,https://www.sofascore.com/football/player/anderson/942061
Goalkeeper,1,Rafael Santos,BRA,191.0,14/03/1989,Chapecoense,0.097,https://www.sofascore.com/football/player/rafael-santos/108480
Goalkeeper,12,Léo Vieira,BRA,193.0,22/09/1990,Chapecoense,0.054,https://www.sofascore.com/football/player/leo-vieira/166279
